年月,縣市,用電性質,售電量(度),用電佔比(%),,
11409,花蓮縣,農林漁牧,2665589,1.22,,
11409,花蓮縣,工業,82354116,37.68,,
11409,基隆市,住宅,76323945,51.72,,
11409,基隆市,服務業,"52,368,905",35.49,,
11409,基隆市,農林漁牧,554035,0.38,,
11409,基隆市,工業,18328344,12.42,,
11409,新竹市,住宅,139308042,16.39,,
11409,新竹市,服務業,"118,944,477",14,,
11409,新竹市,農林漁牧,946432,0.11,,
11409,新竹市,工業,590605695,69.5,,
11409,嘉義市,住宅,59154208,49.21,,
11409,嘉義市,服務業,"52,691,350",43.84,,
11409,嘉義市,農林漁牧,805399,0.67,,
11409,嘉義市,工業,7551695,6.28,,
11409,澎湖縣,住宅,23325629,45.63,,
11409,澎湖縣,服務業,"22,156,048",43.34,,
11409,澎湖縣,農林漁牧,500787,0.98,,
11409,澎湖縣,工業,5134116,10.04,,
11409,金門縣,住宅,17499768,48.98,,
11409,金門縣,服務業,"13,915,586",38.95,,
11409,金門縣,農林漁牧,345382,0.97,,
11409,金門縣,工業,3967992,11.11,,
11409,連江縣,住宅,3567546,41.66,,
11409,連江縣,服務業,"4,174,820",48.75,,
11409,連江縣,農林漁牧,10892,0.13,,
11409,連江縣,工業,811235,9.47,,
11408,新北市,住宅,983820755,45.59,,
11408,新北市,服務業,"636,690,991",29.5,,
11408,新北市,農林漁牧,"2,318,314",0.11,,
11408,新北市,工業,535257606,24.8,,
11408,台北市,住宅,588188390,38.1,,
11408,台北市,服務業,"908,732,476",58.86,,
11408,台北市,農林漁牧,187923,0.01,,
11408,台北市,工業,46879368,3.04,,
11408,桃園市,住宅,616357755,21.67,,
11408,桃園市,服務業,"472,593,344",16.62,,
11408,桃園市,農林漁牧,6675618,0.23,,
11408,桃園市,工業,1748531251,61.48,,
11408,台中市,住宅,694649868,21.63,,
11408,台中市,服務業,"556,612,902",17.33,,
11408,台中市,農林漁牧,15546203,0.48,,
11408,台中市,工業,1944384081,60.55,,
11408,台南市,住宅,444116609,14.44,,
11408,台南市,服務業,"317,843,750",10.34,,
11408,台南市,農林漁牧,41374870,1.35,,
11408,台南市,工業,2271563113,73.87,,
11408,高雄市,住宅,541515973,20.39,,
11408,高雄市,服務業,"498,400,233",18.77,,
11408,高雄市,農林漁牧,23206919,0.87,,
11408,高雄市,工業,1592538286,59.97,,
11408,宜蘭縣,住宅,116217802,33.58,,
11408,宜蘭縣,服務業,"85,372,236",24.66,,
11408,宜蘭縣,農林漁牧,8182981,2.36,,
11408,宜蘭縣,工業,136364029,39.4,,
11408,新竹縣,住宅,164845473,13.27,,
11408,新竹縣,服務業,"109,207,250",8.79,,
11408,新竹縣,農林漁牧,2298652,0.19,,
11408,新竹縣,工業,966046158,77.76,,
11408,苗栗縣,住宅,118491379,16.53,,
11408,苗栗縣,服務業,"67,354,412",9.39,,
11408,苗栗縣,農林漁牧,3813769,0.53,,
11408,苗栗縣,工業,527328903,73.55,,
11408,彰化縣,住宅,259935907,23.72,,
11408,彰化縣,服務業,"260,583,428",23.78,,
11408,彰化縣,農林漁牧,55621430,5.07,,
11408,彰化縣,工業,519888769,47.43,,
11408,南投縣,住宅,100120138,36.36,,
11408,南投縣,服務業,"62,846,065",22.83,,
11408,南投縣,農林漁牧,10880505,3.95,,
11408,南投縣,工業,101483875,36.86,,
11408,雲林縣,住宅,141247773,26.79,,
11408,雲林縣,服務業,"76,319,224",14.47,,
11408,雲林縣,農林漁牧,47481019,9.01,,
11408,雲林縣,工業,262222566,49.73,,
11408,嘉義縣,住宅,88990253,31.56,,
11408,嘉義縣,服務業,"49,180,325",17.44,,
11408,嘉義縣,農林漁牧,26884198,9.53,,
11408,嘉義縣,工業,116902642,41.46,,
11408,屏東縣,住宅,164935980,36.37,,
11408,屏東縣,服務業,"108,970,707",24.03,,
11408,屏東縣,農林漁牧,65325174,14.41,,
11408,屏東縣,工業,114253953,25.19,,
11408,台東縣,住宅,164935980,75.97,,
11408,台東縣,服務業,"38,432,945",17.7,,
11408,台東縣,農林漁牧,2982673,1.37,,
11408,台東縣,工業,10749379,4.95,,
11408,花蓮縣,住宅,75575762,34.4,,
11408,花蓮縣,服務業,"64,245,923",29.25,,
11408,花蓮縣,農林漁牧,2836479,1.29,,
11408,花蓮縣,工業,77018928,35.06,,
11408,基隆市,住宅,86242104,54.37,,
11408,基隆市,服務業,"51,980,319",32.77,,
11408,基隆市,農林漁牧,546745,0.34,,
11408,基隆市,工業,19856558,12.52,,
11408,新竹市,住宅,114097913,13.5,,
11408,新竹市,服務業,"116,832,475",13.82,,
11408,新竹市,農林漁牧,996045,0.12,,
11408,新竹市,工業,613331503,72.56,,
11408,嘉義市,住宅,57660361,49.23,,
11408,嘉義市,服務業,"50,751,046",43.33,,
11408,嘉義市,農林漁牧,859877,0.73,,
11408,嘉義市,工業,7845986,6.7,,
11408,澎湖縣,住宅,21167541,44.58,,
11408,澎湖縣,服務業,"20,485,661",43.15,,
11408,澎湖縣,農林漁牧,516804,1.09,,
11408,澎湖縣,工業,5308392,11.18,,
11408,金門縣,住宅,14138615,45.87,,
11408,金門縣,服務業,"12,284,337",39.85,,
11408,金門縣,農林漁牧,346459,1.12,,
11408,金門縣,工業,4054495,13.15,,
11408,連江縣,住宅,3608715,41.34,,
11408,連江縣,服務業,"4,289,094",49.14,,
11408,連江縣,農林漁牧,12710,0.15,,
11408,連江縣,工業,818227,9.37,,
11407,新北市,住宅,857934841,42.24,,
11407,新北市,服務業,"639,537,425",31.49,,
11407,新北市,農林漁牧,"2,459,283",0.12,,
11407,新北市,工業,531155754,26.15,,
11407,台北市,住宅,534213386,35.84,,
11407,台北市,服務業,"902,962,331",60.57,,
11407,台北市,農林漁牧,188769,0.01,,
11407,台北市,工業,53344269,3.58,,
11407,桃園市,住宅,467067537,18.01,,
11407,桃園市,服務業,"456,129,848",17.59,,
11407,桃園市,農林漁牧,6109291,0.24,,
11407,桃園市,工業,1664479774,64.17,,
11407,台中市,住宅,635158665,20.16,,
11407,台中市,服務業,"553,242,616",17.56,,
11407,台中市,農林漁牧,14833086,0.47,,
11407,台中市,工業,1947795514,61.81,,
11407,台南市,住宅,421756623,13.86,,
11407,台南市,服務業,"310,595,202",10.21,,
11407,台南市,農林漁牧,42450412,1.4,,
11407,台南市,工業,2267135302,74.53,,
11407,高雄市,住宅,687202919,24.21,,
11407,高雄市,服務業,"504,884,958",17.79,,
11407,高雄市,農林漁牧,22661614,0.8,,
11407,高雄市,工業,1623247195,57.2,,
11407,宜蘭縣,住宅,89690561,28.32,,
11407,宜蘭縣,服務業,"82,393,472",26.01,,
11407,宜蘭縣,農林漁牧,7629740,2.41,,
11407,宜蘭縣,工業,137012298,43.26,,
11407,新竹縣,住宅,129485595,10.93,,
11407,新竹縣,服務業,"101,413,108",8.56,,
11407,新竹縣,農林漁牧,2617637,0.22,,
11407,新竹縣,工業,951658791,80.3,,
11407,苗栗縣,住宅,116020847,16.3,,
11407,苗栗縣,服務業,"66,843,421",9.39,,
11407,苗栗縣,農林漁牧,3671126,0.52,,
11407,苗栗縣,工業,525069673,73.79,,
11407,彰化縣,住宅,241088662,22.48,,
11407,彰化縣,服務業,"249,664,511",23.28,,
11407,彰化縣,農林漁牧,54769571,5.11,,
11407,彰化縣,工業,526995615,49.14,,
11407,南投縣,住宅,74899258,30.59,,
11407,南投縣,服務業,"57,753,782",23.59,,
11407,南投縣,農林漁牧,10620012,4.34,,
11407,南投縣,工業,101590887,41.49,,
11407,雲林縣,住宅,141831184,26.39,,
11407,雲林縣,服務業,"80,538,210",14.98,,
11407,雲林縣,農林漁牧,46355643,8.62,,
11407,雲林縣,工業,268783560,50.01,,
11407,嘉義縣,住宅,96536476,33.19,,
11407,嘉義縣,服務業,"51,003,365",17.53,,
11407,嘉義縣,農林漁牧,27538570,9.47,,
11407,嘉義縣,工業,115788348,39.81,,
11407,屏東縣,住宅,177024720,37.8,,
11407,屏東縣,服務業,"109,998,819",23.49,,
11407,屏東縣,農林漁牧,65990553,14.09,,
11407,屏東縣,工業,115331638,24.63,,
11407,台東縣,住宅,38518226,42.5,,
11407,台東縣,服務業,"37,832,620",41.74,,
11407,台東縣,農林漁牧,3013031,3.32,,
11407,台東縣,工業,11265264,12.43,,
11407,花蓮縣,住宅,61082146,28.41,,
11407,花蓮縣,服務業,"63,335,577",29.46,,
11407,花蓮縣,農林漁牧,2808892,1.31,,
11407,花蓮縣,工業,87783452,40.83,,
11407,基隆市,住宅,63265688,47.36,,
11407,基隆市,服務業,"50,310,985",37.66,,
11407,基隆市,農林漁牧,582199,0.44,,
11407,基隆市,工業,19436422,14.55,,
11407,新竹市,住宅,117883151,14.03,,
11407,新竹市,服務業,"116,648,967",13.88,,
11407,新竹市,農林漁牧,942416,0.11,,
11407,新竹市,工業,604678327,71.97,,
11407,嘉義市,住宅,56000372,48.1,,
11407,嘉義市,服務業,"51,998,890",44.67,,
11407,嘉義市,農林漁牧,826440,0.71,,
11407,嘉義市,工業,7592293,6.52,,
11407,澎湖縣,住宅,21408028,43.59,,
11407,澎湖縣,服務業,"21,830,784",44.45,,
11407,澎湖縣,農林漁牧,513352,1.05,,
11407,澎湖縣,工業,5362519,10.92,,
11407,金門縣,住宅,14618354,45.47,,
11407,金門縣,服務業,"13,018,451",40.49,,
11407,金門縣,農林漁牧,332049,1.03,,
11407,金門縣,工業,4180507,13,,
11407,連江縣,住宅,3143104,38.95,,
11407,連江縣,服務業,"4,083,496",50.61,,
11407,連江縣,農林漁牧,12024,0.15,,
11407,連江縣,工業,830342,10.29,,
11406,新北市,住宅,684529297,39.9,,
11406,新北市,服務業,"545,165,446",31.78,,
11406,新北市,農林漁牧,"1,721,821",0.1,,
11406,新北市,工業,484151957,28.22,,
11406,台北市,住宅,409676108,32.84,,
11406,台北市,服務業,"797,134,496",63.91,,
11406,台北市,農林漁牧,162733,0.01,,
11406,台北市,工業,40373353,3.24,,
11406,桃園市,住宅,462433987,18.44,,
11406,桃園市,服務業,"413,721,905",16.5,,
11406,桃園市,農林漁牧,5242616,0.21,,
11406,桃園市,工業,1625732635,64.84,,
11406,台中市,住宅,550051655,18.7,,
11406,台中市,服務業,"507,631,824",17.26,,
11406,台中市,農林漁牧,13814204,0.47,,
11406,台中市,工業,1870116528,63.57,,
11406,台南市,住宅,380222502,13.01,,
11406,台南市,服務業,"295,970,346",10.13,,
11406,台南市,農林漁牧,40456342,1.38,,
11406,台南市,工業,2205543224,75.48,,
11406,高雄市,住宅,472040227,18.66,,
11406,高雄市,服務業,"485,548,960",19.2,,
11406,高雄市,農林漁牧,21529719,0.85,,
11406,高雄市,工業,1550396303,61.29,,
11406,宜蘭縣,住宅,85588543,28.78,,
11406,宜蘭縣,服務業,"70,607,690",23.74,,
11406,宜蘭縣,農林漁牧,6343405,2.13,,
11406,宜蘭縣,工業,134896359,45.35,,
11406,新竹縣,住宅,121189430,10.83,,
11406,新竹縣,服務業,"94,892,724",8.48,,
11406,新竹縣,農林漁牧,1922586,0.17,,
11406,新竹縣,工業,900987600,80.52,,
11406,苗栗縣,住宅,88366201,13.49,,
11406,苗栗縣,服務業,"59,917,784",9.14,,
11406,苗栗縣,農林漁牧,3032683,0.46,,
11406,苗栗縣,工業,503961233,76.91,,
11406,彰化縣,住宅,217112561,21.68,,
11406,彰化縣,服務業,"235,423,587",23.51,,
11406,彰化縣,農林漁牧,48058344,4.8,,
11406,彰化縣,工業,500875132,50.01,,
11406,南投縣,住宅,88032090,34.63,,
11406,南投縣,服務業,"58,423,382",22.98,,
11406,南投縣,農林漁牧,10323408,4.06,,
11406,南投縣,工業,97457339,38.33,,
11406,雲林縣,住宅,133869423,26.7,,
11406,雲林縣,服務業,"70,870,938",14.14,,
11406,雲林縣,農林漁牧,40987529,8.17,,
11406,雲林縣,工業,255653118,50.99,,
11406,嘉義縣,住宅,82923811,30.28,,
11406,嘉義縣,服務業,"47,883,169",17.49,,
11406,嘉義縣,農林漁牧,26755082,9.77,,
11406,嘉義縣,工業,116252656,42.46,,
11406,屏東縣,住宅,159025649,35.74,,
11406,屏東縣,服務業,"106,479,709",23.93,,
11406,屏東縣,農林漁牧,65404143,14.7,,
11406,屏東縣,工業,114048148,25.63,,
11406,台東縣,住宅,40656992,45.88,,
11406,台東縣,服務業,"35,418,950",39.97,,
11406,台東縣,農林漁牧,2581528,2.91,,
11406,台東縣,工業,9954457,11.23,,
11406,花蓮縣,住宅,59419862,29.17,,
11406,花蓮縣,服務業,"58,004,673",28.48,,
11406,花蓮縣,農林漁牧,2308853,1.13,,
11406,花蓮縣,工業,83962731,41.22,,
11406,基隆市,住宅,61629085,48.68,,
11406,基隆市,服務業,"45,722,464",36.11,,
11406,基隆市,農林漁牧,546011,0.43,,
11406,基隆市,工業,18709306,14.78,,
11406,新竹市,住宅,82992030,10.73,,
11406,新竹市,服務業,"106,273,454",13.74,,
11406,新竹市,農林漁牧,839311,0.11,,
11406,新竹市,工業,583225544,75.42,,
11406,嘉義市,住宅,49608121,46.98,,
11406,嘉義市,服務業,"47,894,717",45.36,,
11406,嘉義市,農林漁牧,843101,0.8,,
11406,嘉義市,工業,7245026,6.86,,
11406,澎湖縣,住宅,16880984,41.9,,
11406,澎湖縣,服務業,"17,836,174",44.27,,
11406,澎湖縣,農林漁牧,431870,1.07,,
11406,澎湖縣,工業,5140179,12.76,,
11406,金門縣,住宅,9725456,40.15,,
11406,金門縣,服務業,"10,475,666",43.24,,
11406,金門縣,農林漁牧,256589,1.06,,
11406,金門縣,工業,3767035,15.55,,
11406,連江縣,住宅,2518201,37.03,,
11406,連江縣,服務業,"3,512,809",51.65,,
11406,連江縣,農林漁牧,9586,0.14,,
11406,連江縣,工業,760140,11.18,,
11405,新北市,住宅,624509065,37.94,,
11405,新北市,服務業,534647264,32.48,,
11405,新北市,農林漁牧,1913737,0.12,,
11405,新北市,工業,484996963,29.46,,
11405,台北市,住宅,383675108,32.18,,
11405,台北市,服務業,764929027,64.16,,
11405,台北市,農林漁牧,158929,0.01,,
11405,台北市,工業,43516891,3.65,,
11405,桃園市,住宅,370968865,15.52,,
11405,桃園市,服務業,375640715,15.72,,
11405,桃園市,農林漁牧,4711956,0.2,,
11405,桃園市,工業,1638257499,68.56,,
11405,台中市,住宅,470664434,16.48,,
11405,台中市,服務業,478531724,16.76,,
11405,台中市,農林漁牧,12877239,0.45,,
11405,台中市,工業,1893451253,66.31,,
11405,台南市,住宅,311907964,10.8,,
11405,台南市,服務業,275662104,9.55,,
11405,台南市,農林漁牧,37431867,1.3,,
11405,台南市,工業,2261920271,78.35,,
11405,高雄市,住宅,493202416,18.47,,
11405,高雄市,服務業,467327714,17.5,,
11405,高雄市,農林漁牧,21430712,0.8,,
11405,高雄市,工業,1688570635,63.23,,
11405,宜蘭縣,住宅,68965901,25.29,,
11405,宜蘭縣,服務業,67689261,24.82,,
11405,宜蘭縣,農林漁牧,5610774,2.06,,
11405,宜蘭縣,工業,130448965,47.83,,
11405,新竹縣,住宅,99746251,9.3,,
11405,新竹縣,服務業,84973419,7.92,,
11405,新竹縣,農林漁牧,1906979,0.18,,
11405,新竹縣,工業,885693119,82.6,,
11405,苗栗縣,住宅,85178857,12.83,,
11405,苗栗縣,服務業,56366664,8.49,,
11405,苗栗縣,農林漁牧,2609514,0.39,,
11405,苗栗縣,工業,519803522,78.29,,
11405,彰化縣,住宅,189978571,19.83,,
11405,彰化縣,服務業,221500524,23.12,,
11405,彰化縣,農林漁牧,42812336,4.47,,
11405,彰化縣,工業,503623268,52.57,,
11405,南投縣,住宅,64658481,28.65,,
11405,南投縣,服務業,51981168,23.04,,
11405,南投縣,農林漁牧,9997404,4.43,,
11405,南投縣,工業,99008192,43.88,,
11405,雲林縣,住宅,113829891,23.9,,
11405,雲林縣,服務業,70279856,14.76,,
11405,雲林縣,農林漁牧,37839991,7.95,,
11405,雲林縣,工業,254277052,53.39,,
11405,嘉義縣,住宅,77294653,29.59,,
11405,嘉義縣,服務業,46551158,17.82,,
11405,嘉義縣,農林漁牧,25021498,9.58,,
11405,嘉義縣,工業,112343194,43.01,,
11405,屏東縣,住宅,136442952,32.62,,
11405,屏東縣,服務業,101740667,24.33,,
11405,屏東縣,農林漁牧,62684419,14.99,,
11405,屏東縣,工業,117376454,28.06,,
11405,台東縣,住宅,30827509,40.86,,
11405,台東縣,服務業,33035057,43.79,,
11405,台東縣,農林漁牧,2419657,3.21,,
11405,台東縣,工業,9165507,12.15,,
11405,花蓮縣,住宅,48034615,24.95,,
11405,花蓮縣,服務業,54663504,28.4,,
11405,花蓮縣,農林漁牧,2268521,1.18,,
11405,花蓮縣,工業,87531202,45.47,,
11405,基隆市,住宅,49406037,45.14,,
11405,基隆市,服務業,41735798,38.13,,
11405,基隆市,農林漁牧,491480,0.45,,
11405,基隆市,工業,17809671,16.27,,
11405,新竹市,住宅,85857682,11.13,,
11405,新竹市,服務業,101065097,13.1,,
11405,新竹市,農林漁牧,739827,0.1,,
11405,新竹市,工業,583924070,75.68,,
11405,嘉義市,住宅,41199576,43.22,,
11405,嘉義市,服務業,46280587,48.55,,
11405,嘉義市,農林漁牧,722233,0.76,,
11405,嘉義市,工業,7116998,7.47,,
11405,澎湖縣,住宅,15357011,39.12,,
11405,澎湖縣,服務業,18372587,46.8,,
11405,澎湖縣,農林漁牧,414954,1.06,,
11405,澎湖縣,工業,5112848,13.02,,
11405,金門縣,住宅,11594033,44.85,,
11405,金門縣,服務業,10532582,40.75,,
11405,金門縣,農林漁牧,264173,1.02,,
11405,金門縣,工業,3459161,13.38,,
11405,連江縣,住宅,2479513,39.12,,
11405,連江縣,服務業,3112153,49.1,,
11405,連江縣,農林漁牧,7320,0.12,,
11405,連江縣,工業,739931,11.67,,
11404,新北市,住宅,616186900,40.85,,
11404,新北市,服務業,445427190,29.53,,
11404,新北市,農林漁牧,1477552,0.1,,
11404,新北市,工業,445155371,29.51,,
11404,台北市,住宅,354498249,34.25,,
11404,台北市,服務業,646442694,62.46,,
11404,台北市,農林漁牧,150443,0.01,,
11404,台北市,工業,33865773,3.27,,
11404,桃園市,住宅,425069029,18.52,,
11404,桃園市,服務業,333381449,14.52,,
11404,桃園市,農林漁牧,4147043,0.18,,
11404,桃園市,工業,1533066827,66.78,,
11404,台中市,住宅,462899488,17.21,,
11404,台中市,服務業,411669321,15.31,,
11404,台中市,農林漁牧,11867314,0.44,,
11404,台中市,工業,1802779959,67.04,,
11404,台南市,住宅,295980125,11.24,,
11404,台南市,服務業,235929229,8.96,,
11404,台南市,農林漁牧,33100032,1.26,,
11404,台南市,工業,2068187320,78.54,,
11404,高雄市,住宅,343471117,14.62,,
11404,高雄市,服務業,399780610,17.02,,
11404,高雄市,農林漁牧,20645661,0.88,,
11404,高雄市,工業,1585165368,67.48,,
11404,宜蘭縣,住宅,79307328,29.02,,
11404,宜蘭縣,服務業,58177666,21.29,,
11404,宜蘭縣,農林漁牧,4782295,1.75,,
11404,宜蘭縣,工業,130973637,47.93,,
11404,新竹縣,住宅,108543199,10.82,,
11404,新竹縣,服務業,76516634,7.63,,
11404,新竹縣,農林漁牧,1489821,0.15,,
11404,新竹縣,工業,816873030,81.41,,
11404,苗栗縣,住宅,77011880,12.34,,
11404,苗栗縣,服務業,48198755,7.72,,
11404,苗栗縣,農林漁牧,2506054,0.4,,
11404,苗栗縣,工業,496370505,79.54,,
11404,彰化縣,住宅,183980680,20.19,,
11404,彰化縣,服務業,204795045,22.48,,
11404,彰化縣,農林漁牧,36848530,4.04,,
11404,彰化縣,工業,485514526,53.29,,
11404,南投縣,住宅,77130733,33.65,,
11404,南投縣,服務業,49017954,21.38,,
11404,南投縣,農林漁牧,8765742,3.82,,
11404,南投縣,工業,94318051,41.15,,
11404,雲林縣,住宅,103998093,23.99,,
11404,雲林縣,服務業,57499100,13.26,,
11404,雲林縣,農林漁牧,32693492,7.54,,
11404,雲林縣,工業,239370962,55.21,,
11404,嘉義縣,住宅,66556052,28.63,,
11404,嘉義縣,服務業,38853443,16.71,,
11404,嘉義縣,農林漁牧,21372985,9.19,,
11404,嘉義縣,工業,105686708,45.46,,
11404,屏東縣,住宅,113543335,30.67,,
11404,屏東縣,服務業,86804226,23.45,,
11404,屏東縣,農林漁牧,59626227,16.11,,
11404,屏東縣,工業,110255129,29.78,,
11404,台東縣,住宅,33795165,45.38,,
11404,台東縣,服務業,28660860,38.49,,
11404,台東縣,農林漁牧,2126384,2.86,,
11404,台東縣,工業,9886755,13.28,,
11404,花蓮縣,住宅,52666482,28.18,,
11404,花蓮縣,服務業,47905058,25.63,,
11404,花蓮縣,農林漁牧,1907412,1.02,,
11404,花蓮縣,工業,84422066,45.17,,
11404,基隆市,住宅,59003391,52.38,,
11404,基隆市,服務業,36787655,32.66,,
11404,基隆市,農林漁牧,444063,0.39,,
11404,基隆市,工業,16401830,14.56,,
11404,新竹市,住宅,70668752,10,,
11404,新竹市,服務業,86622936,12.26,,
11404,新竹市,農林漁牧,708277,0.1,,
11404,新竹市,工業,548807846,77.65,,
11404,嘉義市,住宅,38794159,46.25,,
11404,嘉義市,服務業,37972970,45.27,,
11404,嘉義市,農林漁牧,698552,0.83,,
11404,嘉義市,工業,6418240,7.65,,
11404,澎湖縣,住宅,13720165,43.02,,
11404,澎湖縣,服務業,13357025,41.88,,
11404,澎湖縣,農林漁牧,366254,1.15,,
11404,澎湖縣,工業,4450760,13.95,,
11404,金門縣,住宅,9811451,46.77,,
11404,金門縣,服務業,8279125,39.46,,
11404,金門縣,農林漁牧,298595,1.42,,
11404,金門縣,工業,2590169,12.35,,
11404,連江縣,住宅,2650283,43.11,,
11404,連江縣,服務業,2798842,45.53,,
11404,連江縣,農林漁牧,5224,0.08,,
11404,連江縣,工業,693335,11.28,,
