"資料期別","縣市","鄉鎮市區","建物類型","買賣契約價格平均單價"
"112Q3","南投縣","","電梯大廈",16.79
"112Q3","南投縣","南投市","",19.26
"112Q3","南投縣","南投市","透天厝",22.01
"112Q3","南投縣","埔里鎮","",20.83
"112Q3","南投縣","草屯鎮","",20.39
"112Q3","南投縣","草屯鎮","透天厝",21.98
"112Q3","南投縣","草屯鎮","電梯大廈",18.20
"112Q3","屏東縣","","",16.98
"112Q3","屏東縣","","公寓",16.34
"112Q3","屏東縣","","透天厝",17.45
"112Q3","屏東縣","","電梯大廈",16.35
"112Q3","屏東縣","內埔鄉","",15.05
"112Q3","屏東縣","內埔鄉","透天厝",15.07
"112Q3","屏東縣","內埔鄉","電梯大廈",15.03
"112Q3","屏東縣","東港鎮","",18.82
"112Q3","屏東縣","東港鎮","透天厝",19.96
"112Q3","屏東縣","東港鎮","電梯大廈",16.85
"112Q3","屏東縣","屏東市","",18.09
"112Q3","屏東縣","屏東市","公寓",15.30
"112Q3","屏東縣","屏東市","透天厝",20.43
"112Q3","屏東縣","屏東市","電梯大廈",16.47
"112Q3","屏東縣","萬丹鄉","",14.90
"112Q3","屏東縣","萬丹鄉","透天厝",14.90
"112Q3","屏東縣","潮州鎮","",17.74
"112Q3","屏東縣","潮州鎮","透天厝",17.59
"112Q3","屏東縣","潮州鎮","電梯大廈",17.32
"112Q3","苗栗縣","","",19.82
"112Q3","苗栗縣","","公寓",13.45
"112Q3","苗栗縣","","透天厝",19.23
"112Q3","苗栗縣","","電梯大廈",20.69
"112Q3","苗栗縣","竹南鎮","",22.76
"112Q3","苗栗縣","竹南鎮","透天厝",24.23
"112Q3","苗栗縣","竹南鎮","電梯大廈",22.27
"112Q3","苗栗縣","苗栗市","",16.92
"112Q3","苗栗縣","苗栗市","透天厝",17.84
"112Q3","苗栗縣","苗栗市","電梯大廈",16.91
"112Q3","苗栗縣","苑裡鎮","",16.76
"112Q3","苗栗縣","苑裡鎮","透天厝",16.74
"112Q3","苗栗縣","頭份鎮","",21.31
"112Q3","苗栗縣","頭份鎮","透天厝",19.47
"112Q3","苗栗縣","頭份鎮","電梯大廈",21.60
"112Q3","桃園市","","",26.18
"112Q3","桃園市","","公寓",19.30
"112Q3","桃園市","","套房",30.00
"112Q3","桃園市","","透天厝",25.33
"112Q3","桃園市","","電梯大廈",27.20
"112Q3","桃園市","八德區","",26.25
"112Q3","桃園市","八德區","公寓",20.59
"112Q3","桃園市","八德區","透天厝",29.11
"112Q3","桃園市","八德區","電梯大廈",26.25
"112Q3","桃園市","大園區","",27.09
"112Q3","桃園市","大園區","透天厝",22.19
"112Q3","桃園市","大園區","電梯大廈",28.21
"112Q3","桃園市","大溪區","",18.23
"112Q3","桃園市","大溪區","透天厝",21.01
"112Q3","桃園市","大溪區","電梯大廈",17.47
"112Q3","桃園市","中壢區","",28.37
"112Q3","桃園市","中壢區","公寓",19.96
"112Q3","桃園市","中壢區","套房",30.44
"112Q3","桃園市","中壢區","透天厝",31.65
"112Q3","桃園市","中壢區","電梯大廈",28.91
"112Q3","桃園市","平鎮區","",23.44
"112Q3","桃園市","平鎮區","公寓",16.46
"112Q3","桃園市","平鎮區","透天厝",25.17
"112Q3","桃園市","平鎮區","電梯大廈",23.62
"112Q3","桃園市","桃園區","",28.04
"112Q3","桃園市","桃園區","公寓",21.70
"112Q3","桃園市","桃園區","透天厝",33.93
"112Q3","桃園市","桃園區","電梯大廈",28.30
"112Q3","桃園市","新屋區","",21.42
"112Q3","桃園市","新屋區","透天厝",23.86
"112Q3","桃園市","楊梅區","",19.11
"112Q3","桃園市","楊梅區","公寓",12.85
"112Q3","桃園市","楊梅區","透天厝",21.47
"112Q3","桃園市","楊梅區","電梯大廈",18.87
"112Q3","桃園市","龍潭區","",19.62
"112Q3","桃園市","龍潭區","公寓",15.98
"112Q3","桃園市","龍潭區","透天厝",19.17
"112Q3","桃園市","龍潭區","電梯大廈",21.28
"112Q3","桃園市","龜山區","",29.33
"112Q3","桃園市","龜山區","公寓",20.46
"112Q3","桃園市","龜山區","套房",34.58
"112Q3","桃園市","龜山區","透天厝",27.91
"112Q3","桃園市","龜山區","電梯大廈",31.04
"112Q3","桃園市","蘆竹區","",27.69
"112Q3","桃園市","蘆竹區","透天厝",23.54
"112Q3","桃園市","蘆竹區","電梯大廈",28.11
"112Q3","桃園市","觀音區","",19.91
"112Q3","桃園市","觀音區","公寓",19.54
"112Q3","桃園市","觀音區","透天厝",20.02
"112Q3","桃園市","觀音區","電梯大廈",20.02
"112Q3","高雄市","","",24.33
"112Q3","高雄市","","公寓",17.29
"112Q3","高雄市","","套房",21.39
"112Q3","高雄市","","透天厝",26.78
"112Q3","高雄市","","電梯大廈",25.00
"112Q3","高雄市","三民區","",24.52
"112Q3","高雄市","三民區","公寓",17.79
"112Q3","高雄市","三民區","透天厝",30.98
"112Q3","高雄市","三民區","電梯大廈",25.00
"112Q3","高雄市","大社區","",19.15
"112Q3","高雄市","大社區","透天厝",23.89
"112Q3","高雄市","大社區","電梯大廈",15.09
"112Q3","高雄市","大寮區","",19.87
"112Q3","高雄市","大寮區","透天厝",21.87
"112Q3","高雄市","大寮區","電梯大廈",15.93
"112Q3","高雄市","大樹區","",14.79
"112Q3","高雄市","小港區","",20.31
"112Q3","高雄市","小港區","公寓",12.54
"112Q3","高雄市","小港區","透天厝",24.09
"112Q3","高雄市","小港區","電梯大廈",20.25
"112Q3","高雄市","仁武區","",27.47
"112Q3","高雄市","仁武區","透天厝",30.24
"112Q3","高雄市","仁武區","電梯大廈",25.14
"112Q3","高雄市","左營區","",25.89
"112Q3","高雄市","左營區","透天厝",32.01
"112Q3","高雄市","左營區","電梯大廈",25.96
"112Q3","高雄市","岡山區","",22.45
"112Q3","高雄市","岡山區","透天厝",25.80
"112Q3","高雄市","岡山區","電梯大廈",19.21
"112Q3","高雄市","林園區","",17.45
"112Q3","高雄市","林園區","透天厝",15.29
"112Q3","高雄市","林園區","電梯大廈",19.30
"112Q3","高雄市","前金區","",26.96
"112Q3","高雄市","前金區","電梯大廈",27.13
"112Q3","高雄市","前鎮區","",24.00
"112Q3","高雄市","前鎮區","公寓",18.22
"112Q3","高雄市","前鎮區","透天厝",30.15
"112Q3","高雄市","前鎮區","電梯大廈",23.85
"112Q3","高雄市","苓雅區","",23.60
"112Q3","高雄市","苓雅區","公寓",17.75
"112Q3","高雄市","苓雅區","透天厝",34.39
"112Q3","高雄市","苓雅區","電梯大廈",25.28
"112Q3","高雄市","梓官區","",19.15
"112Q3","高雄市","梓官區","透天厝",18.65
"112Q3","高雄市","鳥松區","",24.18
"112Q3","高雄市","鳥松區","透天厝",27.63
"112Q3","高雄市","湖內區","",13.88
"112Q3","高雄市","湖內區","透天厝",14.30
"112Q3","高雄市","新興區","",22.56
"112Q3","高雄市","新興區","套房",21.92
"112Q3","高雄市","新興區","電梯大廈",23.02
"112Q3","高雄市","楠梓區","",24.22
"112Q3","高雄市","楠梓區","公寓",16.72
"112Q3","高雄市","楠梓區","透天厝",25.55
"112Q3","高雄市","楠梓區","電梯大廈",24.85
"112Q3","高雄市","鼓山區","",27.37
"112Q3","高雄市","鼓山區","公寓",14.38
"112Q3","高雄市","鼓山區","透天厝",27.00
"112Q3","高雄市","鼓山區","電梯大廈",29.76
"112Q3","高雄市","鳳山區","",25.90
"112Q3","高雄市","鳳山區","公寓",19.87
"112Q3","高雄市","鳳山區","透天厝",30.00
"112Q3","高雄市","鳳山區","電梯大廈",26.02
"112Q3","高雄市","橋頭區","",24.69
"112Q3","高雄市","橋頭區","透天厝",30.04
"112Q3","高雄市","橋頭區","電梯大廈",23.39
"112Q3","高雄市","燕巢區","",22.72
"112Q3","高雄市","鹽埕區","",20.56
"112Q3","基隆市","","",18.90
"112Q3","基隆市","","公寓",15.84
"112Q3","基隆市","","透天厝",20.81
"112Q3","基隆市","","電梯大廈",21.04
"112Q3","基隆市","七堵區","",20.06
"112Q3","基隆市","七堵區","公寓",18.06
"112Q3","基隆市","七堵區","電梯大廈",26.36
"112Q3","基隆市","中山區","",22.45
"112Q3","基隆市","中山區","公寓",15.44
"112Q3","基隆市","中山區","電梯大廈",25.69
"112Q3","基隆市","中正區","",17.16
"112Q3","基隆市","中正區","公寓",13.71
"112Q3","基隆市","中正區","電梯大廈",18.07
"112Q3","基隆市","仁愛區","",22.10
"112Q3","基隆市","仁愛區","公寓",17.48
"112Q3","基隆市","安樂區","",18.47
"112Q3","基隆市","安樂區","公寓",14.55
"112Q3","基隆市","安樂區","透天厝",19.95
"112Q3","基隆市","安樂區","電梯大廈",21.78
"112Q3","基隆市","信義區","",19.39
"112Q3","基隆市","信義區","公寓",17.28
"112Q3","基隆市","信義區","電梯大廈",20.44
"112Q3","基隆市","暖暖區","",16.52
"112Q3","基隆市","暖暖區","公寓",15.01
"112Q3","基隆市","暖暖區","電梯大廈",17.74
"112Q3","雲林縣","","",16.44
"112Q3","雲林縣","","公寓",11.05
"112Q3","雲林縣","","透天厝",17.57
"112Q3","雲林縣","","電梯大廈",15.38
"112Q3","雲林縣","斗六市","",16.27
"112Q3","雲林縣","斗六市","透天厝",18.79
"112Q3","雲林縣","斗六市","電梯大廈",14.38
"112Q3","雲林縣","斗南鎮","",14.83
"112Q3","雲林縣","北港鎮","",16.51
"112Q3","雲林縣","虎尾鎮","",18.48
"112Q3","雲林縣","虎尾鎮","透天厝",18.18
"112Q3","雲林縣","虎尾鎮","電梯大廈",20.47
"112Q3","新北市","","",39.84
"112Q3","新北市","","公寓",37.83
"112Q3","新北市","","套房",51.14
"112Q3","新北市","","透天厝",38.04
"112Q3","新北市","","電梯大廈",40.37
"112Q3","新北市","八里區","",25.64
"112Q3","新北市","八里區","電梯大廈",25.90
"112Q3","新北市","三芝區","",12.74
"112Q3","新北市","三芝區","電梯大廈",12.88
"112Q3","新北市","三重區","",45.98
"112Q3","新北市","三重區","公寓",42.17
"112Q3","新北市","三重區","套房",56.22
"112Q3","新北市","三重區","電梯大廈",47.93
"112Q3","新北市","三峽區","",32.19
"112Q3","新北市","三峽區","公寓",25.61
"112Q3","新北市","三峽區","電梯大廈",33.29
"112Q3","新北市","土城區","",41.58
"112Q3","新北市","土城區","公寓",39.11
"112Q3","新北市","土城區","電梯大廈",42.61
"112Q3","新北市","中和區","",45.80
"112Q3","新北市","中和區","公寓",41.83
"112Q3","新北市","中和區","套房",56.62
"112Q3","新北市","中和區","電梯大廈",47.48
"112Q3","新北市","五股區","",34.84
"112Q3","新北市","五股區","公寓",26.50
"112Q3","新北市","五股區","電梯大廈",35.88
"112Q3","新北市","永和區","",50.79
"112Q3","新北市","永和區","公寓",47.51
"112Q3","新北市","永和區","電梯大廈",53.24
"112Q3","新北市","汐止區","",34.94
"112Q3","新北市","汐止區","公寓",28.72
"112Q3","新北市","汐止區","電梯大廈",37.55
"112Q3","新北市","林口區","",34.28
"112Q3","新北市","林口區","透天厝",24.43
"112Q3","新北市","林口區","電梯大廈",35.29
"112Q3","新北市","板橋區","",50.01
"112Q3","新北市","板橋區","公寓",43.18
"112Q3","新北市","板橋區","套房",59.78
"112Q3","新北市","板橋區","電梯大廈",52.99
"112Q3","新北市","金山區","",13.43
"112Q3","新北市","泰山區","",35.56
"112Q3","新北市","泰山區","公寓",31.25
"112Q3","新北市","泰山區","電梯大廈",36.49
"112Q3","新北市","淡水區","",26.57
"112Q3","新北市","淡水區","公寓",22.36
"112Q3","新北市","淡水區","套房",32.68
"112Q3","新北市","淡水區","電梯大廈",26.76
"112Q3","新北市","深坑區","",30.02
"112Q3","新北市","深坑區","電梯大廈",34.63
"112Q3","新北市","新店區","",44.98
"112Q3","新北市","新店區","公寓",39.77
"112Q3","新北市","新店區","透天厝",28.54
"112Q3","新北市","新店區","電梯大廈",48.16
"112Q3","新北市","新莊區","",41.59
"112Q3","新北市","新莊區","公寓",36.71
"112Q3","新北市","新莊區","電梯大廈",43.77
"112Q3","新北市","瑞芳區","",14.42
"112Q3","新北市","瑞芳區","公寓",13.76
"112Q3","新北市","萬里區","",10.87
"112Q3","新北市","樹林區","",33.30
"112Q3","新北市","樹林區","公寓",30.18
"112Q3","新北市","樹林區","電梯大廈",35.13
"112Q3","新北市","蘆洲區","",40.72
"112Q3","新北市","蘆洲區","公寓",38.87
"112Q3","新北市","蘆洲區","電梯大廈",41.81
"112Q3","新北市","鶯歌區","",27.65
"112Q3","新北市","鶯歌區","公寓",21.36
"112Q3","新北市","鶯歌區","透天厝",31.09
"112Q3","新北市","鶯歌區","電梯大廈",28.11
"112Q3","新竹市","","",27.45
"112Q3","新竹市","","公寓",21.41
"112Q3","新竹市","","套房",34.94
"112Q3","新竹市","","透天厝",27.76
"112Q3","新竹市","","電梯大廈",27.78
"112Q3","新竹市","新竹市","",27.45
"112Q3","新竹市","新竹市","公寓",21.41
"112Q3","新竹市","新竹市","套房",34.94
"112Q3","新竹市","新竹市","透天厝",27.76
"112Q3","新竹市","新竹市","電梯大廈",27.78
"112Q3","新竹縣","","",27.02
"112Q3","新竹縣","","公寓",19.37
"112Q3","新竹縣","","套房",42.94
"112Q3","新竹縣","","透天厝",23.65
"112Q3","新竹縣","","電梯大廈",28.37
"112Q3","新竹縣","竹北市","",32.53
"112Q3","新竹縣","竹北市","套房",48.56
"112Q3","新竹縣","竹北市","透天厝",31.79
"112Q3","新竹縣","竹北市","電梯大廈",31.85
"112Q3","新竹縣","竹東鎮","",21.31
"112Q3","新竹縣","竹東鎮","透天厝",20.39
"112Q3","新竹縣","竹東鎮","電梯大廈",22.29
"112Q3","新竹縣","湖口鄉","",21.84
"112Q3","新竹縣","湖口鄉","透天厝",22.28
"112Q3","新竹縣","湖口鄉","電梯大廈",22.46
"112Q3","新竹縣","新埔鎮","",24.06
"112Q3","新竹縣","新豐鄉","",22.55
"112Q3","新竹縣","新豐鄉","透天厝",23.07
"112Q3","新竹縣","新豐鄉","電梯大廈",23.31
"112Q3","嘉義市","","",19.05
"112Q3","嘉義市","","公寓",13.10
"112Q3","嘉義市","","套房",18.82
"112Q3","嘉義市","","透天厝",22.89
"112Q3","嘉義市","","電梯大廈",16.21
"112Q3","嘉義市","嘉義市","",19.05
"112Q3","嘉義市","嘉義市","公寓",13.10
"112Q3","嘉義市","嘉義市","套房",18.82
"112Q3","嘉義市","嘉義市","透天厝",22.89
"112Q3","嘉義市","嘉義市","電梯大廈",16.21
"112Q3","嘉義縣","","",16.71
"112Q3","嘉義縣","","透天厝",16.86
"112Q3","嘉義縣","","電梯大廈",16.46
"112Q3","嘉義縣","大林鎮","",16.65
"112Q3","嘉義縣","中埔鄉","",19.82
"112Q3","嘉義縣","中埔鄉","透天厝",19.54
"112Q3","嘉義縣","太保市","",15.44
"112Q3","嘉義縣","太保市","透天厝",16.78
"112Q3","嘉義縣","水上鄉","",16.96
"112Q3","嘉義縣","水上鄉","透天厝",17.50
"112Q3","嘉義縣","民雄鄉","",15.33
"112Q3","嘉義縣","民雄鄉","透天厝",14.71
"112Q3","彰化縣","","",19.14
"112Q3","彰化縣","","公寓",19.08
"112Q3","彰化縣","","透天厝",20.94
"112Q3","彰化縣","","電梯大廈",14.36
"112Q3","彰化縣","和美鎮","",23.41
"112Q3","彰化縣","和美鎮","透天厝",23.90
"112Q3","彰化縣","員林鎮","",17.76
"112Q3","彰化縣","員林鎮","透天厝",22.95
"112Q3","彰化縣","員林鎮","電梯大廈",15.34
"112Q3","彰化縣","埤頭鄉","",17.10
"112Q3","彰化縣","埤頭鄉","透天厝",17.10
"112Q3","彰化縣","鹿港鎮","",22.82
"112Q3","彰化縣","鹿港鎮","透天厝",25.77
"112Q3","彰化縣","溪湖鎮","",18.74
"112Q3","彰化縣","溪湖鎮","透天厝",18.74
"112Q3","彰化縣","彰化市","",21.39
"112Q3","彰化縣","彰化市","公寓",19.68
"112Q3","彰化縣","彰化市","透天厝",25.27
"112Q3","彰化縣","彰化市","電梯大廈",12.89
"112Q4","全國","","",34.14
"112Q4","全國","","公寓",36.05
"112Q4","全國","","別墅",23.75
"112Q4","全國","","套房",47.98
"112Q4","全國","","透天厝",25.23
"112Q4","全國","","電梯大廈",35.68
"112Q4","全國","","樓中樓",32.60
"112Q4","台中市","","",28.75
"112Q4","台中市","","公寓",23.87
"112Q4","台中市","","套房",25.02
"112Q4","台中市","","透天厝",31.28
"112Q4","台中市","","電梯大廈",28.76
"112Q4","台中市","大甲區","",22.69
"112Q4","台中市","大甲區","透天厝",25.37
"112Q4","台中市","大肚區","",26.41
"112Q4","台中市","大肚區","透天厝",27.34
"112Q4","台中市","大肚區","電梯大廈",28.15
"112Q4","台中市","大里區","",29.10
"112Q4","台中市","大里區","公寓",25.79
"112Q4","台中市","大里區","透天厝",33.14
"112Q4","台中市","大里區","電梯大廈",26.86
"112Q4","台中市","大雅區","",27.35
"112Q4","台中市","大雅區","透天厝",28.08
"112Q4","台中市","大雅區","電梯大廈",27.73
"112Q4","台中市","中區","",20.50
"112Q4","台中市","中區","套房",21.68
"112Q4","台中市","太平區","",27.88
"112Q4","台中市","太平區","透天厝",28.89
"112Q4","台中市","太平區","電梯大廈",27.99
"112Q4","台中市","北屯區","",30.20
"112Q4","台中市","北屯區","公寓",26.12
"112Q4","台中市","北屯區","透天厝",40.00
"112Q4","台中市","北屯區","電梯大廈",29.05
"112Q4","台中市","北區","",27.88
"112Q4","台中市","北區","公寓",23.82
"112Q4","台中市","北區","套房",25.79
"112Q4","台中市","北區","透天厝",37.56
"112Q4","台中市","北區","電梯大廈",28.64
"112Q4","台中市","外埔區","",19.23
"112Q4","台中市","外埔區","透天厝",19.22
"112Q4","台中市","后里區","",28.04
"112Q4","台中市","后里區","電梯大廈",30.24
"112Q4","台中市","西屯區","",32.34
"112Q4","台中市","西屯區","公寓",23.20
"112Q4","台中市","西屯區","套房",27.38
"112Q4","台中市","西屯區","透天厝",41.40
"112Q4","台中市","西屯區","電梯大廈",33.12
"112Q4","台中市","西區","",30.17
"112Q4","台中市","西區","公寓",26.82
"112Q4","台中市","西區","套房",25.34
"112Q4","台中市","西區","透天厝",44.37
"112Q4","台中市","西區","電梯大廈",29.44
"112Q4","台中市","沙鹿區","",27.59
"112Q4","台中市","沙鹿區","透天厝",29.65
"112Q4","台中市","沙鹿區","電梯大廈",24.71
"112Q4","台中市","東區","",28.28
"112Q4","台中市","東區","透天厝",34.02
"112Q4","台中市","東區","電梯大廈",27.43
"112Q4","台中市","南屯區","",33.26
"112Q4","台中市","南屯區","套房",28.87
"112Q4","台中市","南屯區","透天厝",39.11
"112Q4","台中市","南屯區","電梯大廈",33.06
"112Q4","台中市","南區","",26.76
"112Q4","台中市","南區","公寓",27.27
"112Q4","台中市","南區","套房",22.35
"112Q4","台中市","南區","透天厝",32.86
"112Q4","台中市","南區","電梯大廈",26.01
"112Q4","台中市","烏日區","",29.00
"112Q4","台中市","烏日區","透天厝",31.74
"112Q4","台中市","烏日區","電梯大廈",28.34
"112Q4","台中市","神岡區","",23.39
"112Q4","台中市","梧棲區","",20.62
"112Q4","台中市","梧棲區","透天厝",22.39
"112Q4","台中市","梧棲區","電梯大廈",20.13
"112Q4","台中市","清水區","",21.09
"112Q4","台中市","清水區","透天厝",24.08
"112Q4","台中市","清水區","電梯大廈",19.14
"112Q4","台中市","潭子區","",28.58
"112Q4","台中市","潭子區","透天厝",37.39
"112Q4","台中市","潭子區","電梯大廈",25.18
"112Q4","台中市","龍井區","",23.94
"112Q4","台中市","龍井區","透天厝",25.79
"112Q4","台中市","龍井區","電梯大廈",22.84
"112Q4","台中市","豐原區","",28.54
"112Q4","台中市","豐原區","透天厝",30.52
"112Q4","台中市","豐原區","電梯大廈",28.37
"112Q4","台中市","霧峰區","",25.02
"112Q4","台中市","霧峰區","透天厝",24.82
"112Q4","台北市","","",71.51
"112Q4","台北市","","公寓",61.98
"112Q4","台北市","","套房",85.53
"112Q4","台北市","","透天厝",72.12
"112Q4","台北市","","電梯大廈",74.88
"112Q4","台北市","士林區","",60.90
"112Q4","台北市","士林區","公寓",56.28
"112Q4","台北市","士林區","電梯大廈",67.33
"112Q4","台北市","大同區","",73.34
"112Q4","台北市","大同區","公寓",69.36
"112Q4","台北市","大同區","套房",75.00
"112Q4","台北市","大同區","電梯大廈",73.88
"112Q4","台北市","大安區","",95.84
"112Q4","台北市","大安區","公寓",94.55
"112Q4","台北市","大安區","套房",118.36
"112Q4","台北市","大安區","電梯大廈",92.08
"112Q4","台北市","中山區","",76.33
"112Q4","台北市","中山區","公寓",70.10
"112Q4","台北市","中山區","套房",77.10
"112Q4","台北市","中山區","電梯大廈",77.47
"112Q4","台北市","中正區","",89.96
"112Q4","台北市","中正區","公寓",76.06
"112Q4","台北市","中正區","套房",116.57
"112Q4","台北市","中正區","電梯大廈",87.19
"112Q4","台北市","內湖區","",64.97
"112Q4","台北市","內湖區","公寓",56.69
"112Q4","台北市","內湖區","套房",75.82
"112Q4","台北市","內湖區","電梯大廈",71.97
"112Q4","台北市","文山區","",53.68
"112Q4","台北市","文山區","公寓",50.11
"112Q4","台北市","文山區","電梯大廈",56.40
"112Q4","台北市","北投區","",53.61
"112Q4","台北市","北投區","公寓",48.03
"112Q4","台北市","北投區","電梯大廈",56.84
"112Q4","台北市","松山區","",85.18
"112Q4","台北市","松山區","公寓",78.73
"112Q4","台北市","松山區","套房",101.76
"112Q4","台北市","松山區","電梯大廈",86.16
"112Q4","台北市","信義區","",80.00
"112Q4","台北市","信義區","公寓",72.87
"112Q4","台北市","信義區","套房",94.38
"112Q4","台北市","信義區","電梯大廈",83.09
"112Q4","台北市","南港區","",67.25
"112Q4","台北市","南港區","公寓",57.99
"112Q4","台北市","南港區","電梯大廈",72.59
"112Q4","台北市","萬華區","",55.44
"112Q4","台北市","萬華區","公寓",45.99
"112Q4","台北市","萬華區","套房",56.51
"112Q4","台北市","萬華區","電梯大廈",62.30
"112Q4","台東縣","","",20.20
"112Q4","台東縣","","透天厝",21.12
"112Q4","台東縣","","電梯大廈",18.02
"112Q4","台東縣","台東市","",20.48
"112Q4","台東縣","台東市","透天厝",21.70
"112Q4","台東縣","台東市","電梯大廈",18.02
"112Q4","台南市","","",24.30
"112Q4","台南市","","公寓",20.43
"112Q4","台南市","","套房",23.21
"112Q4","台南市","","透天厝",25.33
"112Q4","台南市","","電梯大廈",23.98
"112Q4","台南市","中西區","",25.45
"112Q4","台南市","中西區","透天厝",29.91
"112Q4","台南市","中西區","電梯大廈",23.28
"112Q4","台南市","仁德區","",24.03
"112Q4","台南市","仁德區","透天厝",27.65
"112Q4","台南市","仁德區","電梯大廈",21.65
"112Q4","台南市","北區","",26.91
"112Q4","台南市","北區","透天厝",26.97
"112Q4","台南市","北區","電梯大廈",28.29
"112Q4","台南市","永康區","",25.12
"112Q4","台南市","永康區","套房",23.88
"112Q4","台南市","永康區","透天厝",28.92
"112Q4","台南市","永康區","電梯大廈",23.05
"112Q4","台南市","安平區","",23.69
"112Q4","台南市","安平區","透天厝",27.83
"112Q4","台南市","安平區","電梯大廈",23.02
"112Q4","台南市","安定區","",21.92
"112Q4","台南市","安南區","",26.75
"112Q4","台南市","安南區","公寓",33.26
"112Q4","台南市","安南區","透天厝",26.40
"112Q4","台南市","安南區","電梯大廈",25.62
"112Q4","台南市","佳里區","",18.40
"112Q4","台南市","佳里區","透天厝",18.62
"112Q4","台南市","官田區","",20.54
"112Q4","台南市","官田區","透天厝",20.54
"112Q4","台南市","東區","",25.95
"112Q4","台南市","東區","公寓",17.90
"112Q4","台南市","東區","透天厝",30.97
"112Q4","台南市","東區","電梯大廈",24.60
"112Q4","台南市","南區","",21.94
"112Q4","台南市","南區","公寓",16.15
"112Q4","台南市","南區","透天厝",24.43
"112Q4","台南市","南區","電梯大廈",22.73
"112Q4","台南市","麻豆區","",20.64
"112Q4","台南市","善化區","",25.35
"112Q4","台南市","善化區","透天厝",28.66
"112Q4","台南市","善化區","電梯大廈",23.48
"112Q4","台南市","新市區","",27.99
"112Q4","台南市","新營區","",20.05
"112Q4","台南市","新營區","透天厝",21.62
"112Q4","台南市","學甲區","",16.36
"112Q4","台南市","歸仁區","",24.47
"112Q4","台南市","歸仁區","透天厝",23.94
"112Q4","台南市","歸仁區","電梯大廈",25.92
"112Q4","宜蘭縣","","",20.60
"112Q4","宜蘭縣","","公寓",18.07
"112Q4","宜蘭縣","","透天厝",19.59
"112Q4","宜蘭縣","","電梯大廈",23.28
"112Q4","宜蘭縣","三星鄉","",17.53
"112Q4","宜蘭縣","三星鄉","透天厝",17.25
"112Q4","宜蘭縣","五結鄉","",16.41
"112Q4","宜蘭縣","五結鄉","公寓",16.24
"112Q4","宜蘭縣","五結鄉","透天厝",16.09
"112Q4","宜蘭縣","冬山鄉","",19.13
"112Q4","宜蘭縣","冬山鄉","公寓",19.85
"112Q4","宜蘭縣","冬山鄉","透天厝",18.76
"112Q4","宜蘭縣","冬山鄉","電梯大廈",19.53
"112Q4","宜蘭縣","壯圍鄉","",17.04
"112Q4","宜蘭縣","宜蘭市","",23.01
"112Q4","宜蘭縣","宜蘭市","公寓",19.97
"112Q4","宜蘭縣","宜蘭市","透天厝",24.31
"112Q4","宜蘭縣","宜蘭市","電梯大廈",22.56
"112Q4","宜蘭縣","員山鄉","",17.71
"112Q4","宜蘭縣","員山鄉","透天厝",18.31
"112Q4","宜蘭縣","頭城鎮","",20.94
"112Q4","宜蘭縣","頭城鎮","透天厝",20.38
"112Q4","宜蘭縣","礁溪鄉","",26.56
"112Q4","宜蘭縣","礁溪鄉","透天厝",22.61
"112Q4","宜蘭縣","礁溪鄉","電梯大廈",29.35
"112Q4","宜蘭縣","羅東鎮","",21.36
"112Q4","宜蘭縣","羅東鎮","公寓",20.60
"112Q4","宜蘭縣","羅東鎮","透天厝",22.72
"112Q4","宜蘭縣","羅東鎮","電梯大廈",20.95
"112Q4","宜蘭縣","蘇澳鎮","",14.86
"112Q4","宜蘭縣","蘇澳鎮","透天厝",13.14
"112Q4","花蓮縣","","",19.63
"112Q4","花蓮縣","","公寓",13.48
"112Q4","花蓮縣","","透天厝",19.61
"112Q4","花蓮縣","","電梯大廈",21.40
"112Q4","花蓮縣","吉安鄉","",19.17
"112Q4","花蓮縣","吉安鄉","透天厝",18.82
"112Q4","花蓮縣","吉安鄉","電梯大廈",21.22
"112Q4","花蓮縣","花蓮市","",20.80
"112Q4","花蓮縣","花蓮市","公寓",14.17
"112Q4","花蓮縣","花蓮市","透天厝",22.72
"112Q4","花蓮縣","花蓮市","電梯大廈",21.52
"112Q4","金門縣","","",22.25
"112Q4","金門縣","","公寓",22.06
"112Q4","金門縣","","透天厝",17.82
"112Q4","金門縣","","電梯大廈",24.31
"112Q4","金門縣","金湖鎮","",21.72
"112Q4","金門縣","金湖鎮","透天厝",17.96
"112Q4","金門縣","金湖鎮","電梯大廈",24.89
"112Q4","金門縣","金寧鄉","",22.87
"112Q4","金門縣","金寧鄉","電梯大廈",23.20
"112Q4","南投縣","","",20.56
"112Q4","南投縣","","公寓",18.75
"112Q4","南投縣","","透天厝",20.77
"112Q4","南投縣","","電梯大廈",20.69
"112Q4","南投縣","竹山鎮","",18.11
"112Q4","南投縣","竹山鎮","透天厝",18.98
"112Q4","南投縣","南投市","",19.84
"112Q4","南投縣","南投市","透天厝",21.56
"112Q4","南投縣","埔里鎮","",21.22
"112Q4","南投縣","埔里鎮","透天厝",23.58
"112Q4","南投縣","草屯鎮","",23.41
"112Q4","南投縣","草屯鎮","透天厝",22.25
"112Q4","南投縣","草屯鎮","電梯大廈",25.20
"112Q4","屏東縣","","",18.55
"112Q4","屏東縣","","公寓",20.12
"112Q4","屏東縣","","透天厝",18.64
"112Q4","屏東縣","","電梯大廈",17.70
"112Q4","屏東縣","九如鄉","",17.86
